brand,model,cpu,gpu,gpu_memory,ram,storage,display_specs,battery,webcam,connections,weight,warranty,fingerprint,ssd_support,ram_gb,price_idr,screen_specs,laptop_type
Dell,G15 5530,Intel Core I7-13650HX,NVIDIA® GeForce RTX™ 4060,8GB GDDR6,"16GB, 2x8GB, DDR5, 4800MHz","1TB, M.2, PCIe NVMe, SSD","15.6"" FHD 165Hz, 3 ms, sRGB-100%, ComfortViewPlus , NVIDIA G-SYNC+DDS Display","6-Cell Battery, 86WHr (Integrated)",,1 headset (headphone and microphone combo) port 1 RJ45 Ethernet port 3 USB 3.2 Gen 1 ports 1 HDMI 2.1 port 1 USB-C 3.2 Gen 2 port with DisplayPort™,2.81 kg,3 Years,,Unknown,16.0,28756478,"1920 x 1080, 165 HZ",Gaming / Creator
HP,Victus 16-R0022NE,Intel Core i5-13500H,Nvidia GeForce RTX 4050 6GB,6GB GDDR6 dedicated,16 GB DDR5-5200 MT/s (2 x 8,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"40.9 cm (16.1"") diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTS","4-cell, 70 Wh Li-ion poly",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",,1 Year,,Unknown,16.0,21494136,"1920 x 1080, 144 Hz",Gaming / Creator
HP,Victus 15-FA1006NE,Intel Core i7-13700H,Nvidia GeForce RTX 3050 6GB,6GB GDDR6,16 GB DDR4-3200 MT/s (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.29 kg,1 Year,,Unknown,16.0,20095487,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,Legion 5 15ITH6H,Intel Core I7-11800H,Nvidia GeForce RTX 3070 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®",Integrated 80Wh,HD 720p with E-Shutter,"1x HDMI® 2.1 1x USB 3.2 Gen 1 (Always On) 3x USB 3.2 Gen 1 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery and DisplayPort™ 1.4) 1x Headphone / microphon",2.4 kg,1 Year,,Unknown,16.0,26124043,"1920 x 1080, 165 HZ",Gaming / Creator
Lenovo,Legion Pro 5 16IRX8,Intel Core I9-13900HX,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-5600,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light",80Wh,FHD 1080p with E-shutter,"1x USB 3.2 Gen 1 (Always On) 3x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4) 1x USB-C® 3.2 Gen 2 (support data transfer, Lenovo® Power Delivery 140W and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microph",2.55 kg,1 Year,,Unknown,16.0,29198249,"2560 x 1600, 165 HZ",Gaming / Creator
Lenovo,IdeaPad Pro 5 16IMH9,Intel Core Ultra 7 155H,Nvidia GeForce RTX 3050 6GB,6GB GDDR6,16GB Soldered LPDDR5x-7467,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"16"" 2K (2048x1280) OLED 400nits Glossy, 100% DCI-P3, 120Hz, Eyesafe®, DisplayHDR™ True Black 500",84Wh,"FHD 1080p + IR with Privacy Shutter, ToF Sensor","1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 2.1 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2.",1.94 kg,1 Year,,Unknown,16.0,30143231,"2048 x 1280, 120 Hz",Gaming / Creator
Lenovo,Legion 5 15ACH6A,AMD Ryzen 7 5800H,AMD Radeon RX 6600M 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 3.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, FreeSync™",Integrated 80Wh,HD 720p with E-Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1 1x Headphone / microphone combo jack (3.5mm) 1x Power connector 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery and D",2.4 kg,1 Year,,Unknown,16.0,20572509,"1920 x 1080, 165 HZ",Gaming / Creator
ASUS,TUF Gaming F16 FX607VU-RL165W,Intel Core 5 210H,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,16GB Ram,512GB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch, FHD+ 16:10 (1920 x 1200, WUXGA), Value IPS-level, Anti-glare display, Refresh Rate:144Hz, Response Time:7ms, G-Sync, MUX Switch + NVIDIA® Advanced Optimus","56WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps) 1x RJ45 LAN port 1x Thunderbolt™ 4 with support for Displa,2.20 Kg,1 Year,,Unknown,16.0,21911508,"1920 x 1200, 144 Hz",Gaming / Creator
ASUS,TUF Gaming F15 FX507ZI4-LP34W,Intel Core I7-12700H,Nvidia GeForce RTX 4070 8GB,8GB GDDR6,16GB DDR4-3200 SO-DIMM,512GB SSD,"15.6-inch, FHD IPS-level, Anti-glare Refresh Rate: 144Hz G-Sync support, MUX Switch, NVIDIA® Advanced Optimus",,,,,1 Year,,Unknown,16.0,26676574,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,Legion 5 16IRX9,Intel Core I9-14900HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,32GB 2x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light",80Wh,FHD 1080p with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.36 kg,1 Year,,Unknown,32.0,32998073,"2560 x 1600, 165 HZ",Gaming / Creator
MSI,Thin A15 B7UC,AMD Ryzen 7 7735HS,NVIDIA® GeForce RTX™ 3050 4GB,4GB GDDR6,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,1.86 kg,2 Years,,Unknown,16.0,19250761,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Thin 15 A B7VE,AMD Ryzen 7 7735HS,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,1.86 kg,2 Years,,Unknown,16.0,20002031,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Thin 15 B12UCX,Intel Core i5-12450H,NVIDIA® GeForce RTX™ 2050,4GB GDDR6,8GB DDR4-3200,512GB SSD slot (NVMe PCIe Gen4,"15.6"" FHD , 144Hz, IPS-Level",3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,1.86 kg,2 Years,,Unknown,8.0,14842270,"1920x1080, 144 Hz",Gaming / Creator
MSI,Thin 15 B13VE,Intel® Core™ i7-13620H,NVIDIA® GeForce RTX™ 4050,6GB GDDR6,16GB DDR4-3200,512GB SSD slot (NVMe PCIe Gen4),"15.6"" Full HD , 144 Hz Refresh Rate, IPS-Level panel",3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,1.86 kg,2 Years,,Unknown,16.0,22433223,"1920x1080, 144 Hz",Gaming / Creator
HP,16-r0042ne,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4060,8 GB GDDR6,16 GB DDR5-5200 MT/s (2 x 8 GB)  (Transfer rates up to 5200 MT/s.),1 TB PCIe® Gen4 NVMe™ M.2 SSD,"40.9 cm (16.1"") diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.33 kg,1 Year,,Unknown,16.0,23511503,"1920 x 1080, 144 Hz",Gaming / Creator
HP,OMEN 16-AE0073CL,Intel Core I7-14650HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,32 GB DDR5-5600 MHz RAM (2 x 16 GB),1 TB PCIe® NVMe™ M.2 SSD,"16.1"" diagonal FHD IPS 144HZ display","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 AC smart pin; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 RJ-",2.31 Kg,1 Year,,Unknown,32.0,29998212,"1920 x 1080, 144 Hz",Gaming / Creator
ASUS,ROG Zephyrus G16 GA605WI-QR050W,AMD Ryzen AI 9 HX 370,NVIDIA® GeForce RTX™ 4070 8GB,8GB GDDR6,32GB 16GB*2 LPDDR5X on board,1TB PCIe® 4.0 NVMe™ M.2 SSD,"ROG Nebula Display 16-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio OLED glossy display DCI-P3: 100% Refresh Rate: 240Hz Response Time: 0.2ms G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes","90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery (data speed up to 10Gbps) 1x Type-C USB 4 with support for DisplayPort™ / power delivery (da,1.85 Kg,1 Year,,Unknown,32.0,53997102,"2560 x 1600, 240 HZ",Gaming / Creator
ASUS,ProArt P16 H7606WI-ME058W,AMD Ryzen AI 9 HX 370,NVIDIA® GeForce RTX™ 4070,8GB GDDR6,64GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, 4K OLED 16:10 aspect ratio, Touch screen, 0.2ms response time, 60Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated,","90WHrs, 4S1P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello,1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 10Gbps) 1x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x HDMI 2.1 FRL 1x 3,1.85 kg,1 Year,,Unknown,64.0,59997224,"3840 x 2400, 60 Hz",Gaming / Creator
ASUS,TUF Gaming A14 FA401WU-RG037W,AMD Ryzen AI 9 HX 370,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,16GB 8GB*2 LPDDR5X 7500 on board,1TB PCIe® 4.0 NVMe™ M.2 SSD,"14-inch, 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio, IPS-level, Anti-glare display, sRGB:100.00%, Refresh Rate:165Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus","73WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ (data speed up to 10Gbps) 1x Type-C USB 4 with support for DisplayPort™ / power delivery (data speed up to 40,1.46 Kg,1 Year,,Unknown,16.0,31650257,"2560 x 1600, 165 HZ",Gaming / Creator
Lenovo,Legion 5 16IRX9,Intel Core I7-14650HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light",Integrated 80Wh,FHD 1080p with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.36 kg,1 Year,,Unknown,16.0,30745951,"2560x1600, 165 HZ",Gaming / Creator
Lenovo,LOQ 15IRX9,Intel Core I7-13650HX,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,24GB 2x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Integrated 60Wh,FHD 1080p with E-shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,1 Year,,Unknown,24.0,23511503,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,Legion Pro 5 16IRX9,Intel® Core™ i7-14700HX,NVIDIA® GeForce RTX™ 4070 8GB GDDR6,8GB GDDR6,1x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light, High Gaming Performance",Integrated 80Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.5 kg,1 year,,Unknown,1.0,35997935,"2560 x 1600, 165 HZ",Gaming / Creator
Lenovo,83LK0070ED,Intel® Core™ i5-12450HX,Nvidia GeForce RTX 3050,6GB GDDR6,16GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz",Integrated 57Wh,HD 720p with Privacy Shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), data transfer only 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Card reader 1x Power connector",1.77 kg,2 Year,,Unknown,16.0,16694358,"1920x1080, 144 Hz",Gaming / Creator
Lenovo,IdeaPad Pro 5 16IMH9,Intel Core Ultra 9 185H,NVIDIA® GeForce RTX™ 4050,6GB GDDR6,32GB Soldered LPDDR5x-7467,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"16"" 2K OLED 400nits Glossy, 100% DCI-P3, 120Hz, Eyesafe®, DisplayHDR™ True Black 500, Glass, Touch",Integrated 84Wh,"FHD 1080p + IR with Privacy Shutter, ToF Sensor","1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 2.1 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2.",1.94 kg,1 Year,,Unknown,32.0,31876334,"2048x1280, 120 Hz",Gaming / Creator
Lenovo,Legion 5 16IRX9,Intel® Core™ i7-13650HX,Nvidia GeForce RTX 4060,8GB GDDR6,2x 8GB SO-DIMM DDR5-4800,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light",Integrated 80Wh,FHD 1080p with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.36 kg,1 year,,Unknown,2.0,29389492,"2560x1600, 165 HZ",Gaming / Creator
HP,OMEN 16T-WF000​,Intel Core i7-14700HX,Nvidia GeForce RTX 4070 8GB​,8GB GDDR6,16 GB RAM,512GB SSD,16'' Inch FHD 165HZ,,,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headpho",2.39 kg,1 year,,Unknown,16.0,34664796,"1920 X 1080, 165 HZ",Gaming / Creator
Lenovo,Legion Pro 5 16IRX9,Intel Core i9-14900HX,NVIDIA® GeForce RTX™ 4070 8GB,8GB GDDR6,32GB 2x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby Vision®, G-SYNC®, Low Blue Light, High Gaming Performance",Integrated 80Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.5 kg,1 year,,Unknown,32.0,43997565,"2560 x 1600, 240 HZ",Gaming / Creator
HP,Victus 15-FA1002NE,Intel Core i7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,6GB GDDR6,16 GB DDR4-3200 MT/s (2 x 8 GB),1 TB PCIe® NVMe™ SSD,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.29 kg,1 Year,,Unknown,16.0,23059350,"1920 x 1080, 144 Hz",Gaming / Creator
HP,Victus 15-fa1041ne,Intel Core i5-13500H,NVIDIA® GeForce RTX™ 3050,6 GB GDDR6,16GB Ram,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"15.6"" diagonal, FHD , 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC 3","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.29 kg,1 Year,,Unknown,16.0,18520360,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,Legion Pro 5 16IRX9,Intel Core i7-14650HX,NVIDIA® GeForce RTX™ 4060 8GB,8GB GDDR6,1x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby Vision®, G-SYNC®, Low Blue Light, High Gaming Performance",Integrated 80Wh,FHD 1080p with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",2.5 kg,1 Year,,Unknown,1.0,31650257,"2560 x 1600, 240 HZ",Gaming / Creator
HP,Victus 15-FA1039NE,Intel Core i7-13700H,NVIDIA® GeForce RTX™ 3050 6GB,6GB GDDR6,16GB Ram,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",2.29 kg,1 Year,,Unknown,16.0,21250738,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,LOQ 15ARP9,AMD Ryzen 7 7435HS,NVIDIA® GeForce RTX™ 4070 8GB,8GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,1 Year,,Unknown,16.0,27423079,"1920 x 1080, 144 Hz",Gaming / Creator
Lenovo,LOQ 15IRX9,Intel Core i7-13650HX,NVIDIA® GeForce RTX™ 4060 8GB,8GB GDDR6,1x 16GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",2.38 kg,1 Year,,Unknown,1.0,24189733,"1920 x 1080, 144 Hz",Gaming / Creator
MSI,Sword 17 HX B14VGKG,Intel Core I7-14650HX,Nvidia GeForce RTX 4070 8GB,8GB GDDR6,16GB DDR5 8GB*2,1TB NVMe PCIe SSD Gen4x4,"17"" 16:10 QHD+(2560 x 1600), 240Hz, 100% DCI-P3, IPS-level panel","4 cell, 65Whr",HD type (30fps@720p) 3D Noise Reduction (3DNR),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,2.6 kg,2 Years,,Unknown,16.0,35553555,"2560 x 1600, 240 HZ",Gaming / Creator
MSI,Katana 15 B13VFK,Intel Core I9-13900H,Nvidia GeForce RTX 4060 8GB,8GB GDDR6,32GB 16GB DDR5 x 2,1TB NVMe PCIe SSD Gen4x4,"15.6"" QHD (2560*1440), 165Hz DCI-P3 100% typical",4-Cell 65 Battery (Whr),,1x Type-C (USB3.2 Gen1 / DisplayPort™) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,2.6 kg,2 Years,,Unknown,32.0,30937212,"2560*1440, 165 HZ",Gaming / Creator
